SMCU3 1216291899
1	25.0000	35.0000	24.9986	35.0345
2	49.0000	35.0000	49.0012	35.0457
3	73.0000	35.0000	72.9933	35.0429
4	97.0000	35.0000	96.9972	35.0606
5	121.0000	35.0000	120.9972	35.0576
6	145.0000	35.0000	144.9978	35.0471
7	169.0000	35.0000	169.0006	35.0382
8	193.0000	35.0000	192.9992	35.0217
9	217.0000	35.0000	216.9921	35.0175
10	241.0000	35.0000	241.0016	34.9929
11	265.0000	35.0000	264.9986	34.9871
12	289.0000	35.0000	288.9950	34.9871
13	25.0000	59.0000	25.0009	59.0355
14	49.0000	59.0000	48.9923	59.0522
15	73.0000	59.0000	73.0019	59.0649
16	97.0000	59.0000	96.9933	59.0655
17	121.0000	59.0000	120.9914	59.0547
18	145.0000	59.0000	145.0008	59.0534
19	169.0000	59.0000	168.9941	59.0368
20	193.0000	59.0000	193.0000	59.0261
21	217.0000	59.0000	216.9998	59.0134
22	241.0000	59.0000	240.9907	59.0040
23	265.0000	59.0000	265.0026	58.9939
24	289.0000	59.0000	289.0021	58.9835
25	25.0000	83.0000	24.9985	83.0441
26	49.0000	83.0000	48.9923	83.0502
27	73.0000	83.0000	73.0040	83.0694
28	97.0000	83.0000	97.0036	83.0740
29	121.0000	83.0000	120.9984	83.0509
30	145.0000	83.0000	145.0013	83.0649
31	169.0000	83.0000	168.9916	83.0449
32	193.0000	83.0000	192.9977	83.0420
33	217.0000	83.0000	216.9967	83.0242
34	241.0000	83.0000	240.9998	83.0056
35	265.0000	83.0000	264.9912	83.0049
36	289.0000	83.0000	289.0018	82.9832
37	25.0000	107.0000	24.9979	107.0397
38	49.0000	107.0000	48.9888	107.0521
39	73.0000	107.0000	72.9965	107.0721
40	97.0000	107.0000	96.9950	107.0459
41	121.0000	107.0000	121.0063	107.0703
42	145.0000	107.0000	144.9969	107.0587
43	169.0000	107.0000	169.0004	107.0448
44	193.0000	107.0000	193.0009	107.0324
45	217.0000	107.0000	216.9954	107.0276
46	241.0000	107.0000	241.0008	107.0126
47	265.0000	107.0000	265.0066	106.9974
48	289.0000	107.0000	288.9993	106.9962
49	25.0000	131.0000	24.9899	131.0316
50	49.0000	131.0000	49.0003	131.0573
51	73.0000	131.0000	72.9928	131.0683
52	97.0000	131.0000	97.0033	131.0774
53	121.0000	131.0000	120.9952	131.0552
54	145.0000	131.0000	144.9888	131.0507
55	169.0000	131.0000	168.9889	131.0548
56	193.0000	131.0000	193.0009	131.0332
57	217.0000	131.0000	216.9902	131.0217
58	241.0000	131.0000	241.0063	131.0042
59	265.0000	131.0000	265.0014	131.0015
60	289.0000	131.0000	288.9994	131.0046
61	25.0000	155.0000	24.9872	155.0411
62	49.0000	155.0000	48.9908	155.0636
63	73.0000	155.0000	72.9902	155.0728
64	97.0000	155.0000	96.9976	155.0595
65	121.0000	155.0000	121.0006	155.0597
66	145.0000	155.0000	145.0033	155.0477
67	169.0000	155.0000	168.9960	155.0451
68	193.0000	155.0000	192.9960	155.0308
69	217.0000	155.0000	216.9931	155.0322
70	241.0000	155.0000	240.9981	155.0110
71	265.0000	155.0000	264.9976	155.0008
72	289.0000	155.0000	288.9948	154.9873
73	25.0000	179.0000	24.9967	179.0317
74	49.0000	179.0000	48.9886	179.0630
75	73.0000	179.0000	72.9977	179.0608
76	97.0000	179.0000	96.9942	179.0636
77	121.0000	179.0000	120.9885	179.0574
78	145.0000	179.0000	144.9856	179.0678
79	169.0000	179.0000	168.9887	179.0322
80	193.0000	179.0000	192.9992	179.0443
81	217.0000	179.0000	217.0017	179.0281
82	241.0000	179.0000	240.9987	179.0067
83	265.0000	179.0000	264.9974	179.0005
84	289.0000	179.0000	289.0008	178.9880
85	25.0000	203.0000	24.9941	203.0295
86	49.0000	203.0000	48.9940	203.0503
87	73.0000	203.0000	72.9938	203.0589
88	97.0000	203.0000	96.9902	203.0721
89	121.0000	203.0000	120.9947	203.0642
90	145.0000	203.0000	144.9958	203.0545
91	169.0000	203.0000	168.9962	203.0432
92	193.0000	203.0000	192.9991	203.0297
93	217.0000	203.0000	216.9976	203.0165
94	241.0000	203.0000	240.9993	203.0058
95	265.0000	203.0000	264.9994	202.9977
96	289.0000	203.0000	288.9999	202.9857
97	25.0000	227.0000	24.9865	227.0417
98	49.0000	227.0000	48.9998	227.0474
99	73.0000	227.0000	72.9833	227.0564
100	97.0000	227.0000	96.9958	227.0562
101	121.0000	227.0000	120.9997	227.0558
102	145.0000	227.0000	144.9971	227.0506
103	169.0000	227.0000	168.9983	227.0359
104	193.0000	227.0000	192.9914	227.0322
105	217.0000	227.0000	217.0020	227.0105
106	241.0000	227.0000	240.9892	227.0073
107	265.0000	227.0000	265.0017	226.9929
108	289.0000	227.0000	288.9992	226.9785
